verse_key,clean_verse,tafsir_ibn_kathir
14:37,ربنا انى اسكنت من ذريتى بواد غير ذى زرع عند بيتك المحرم ربنا ليقيموا الصلوٰة فاجعل افـٔدة من الناس تهوى اليهم وارزقهم من الثمرٰت لعلهم يشكرون,Tafsir text placeholder for verse 14:37
14:38,ربنا انك تعلم ما نخفى وما نعلن ۗ وما يخفىٰ على الله من شىء فى الارض ولا فى السماء,Tafsir text placeholder for verse 14:38
14:39,الحمد لله الذى وهب لى على الكبر اسمـٰعيل واسحـٰق ۚ ان ربى لسميع الدعاء,Tafsir text placeholder for verse 14:39
14:40,رب اجعلنى مقيم الصلوٰة ومن ذريتى ۚ ربنا وتقبل دعاء,Tafsir text placeholder for verse 14:40
14:41,ربنا اغفر لى ولوٰلدى وللمؤمنين يوم يقوم الحساب,Tafsir text placeholder for verse 14:41
14:42,ولا تحسبن الله غـٰفلا عما يعمل الظـٰلمون ۚ انما يؤخرهم ليوم تشخص فيه الابصـٰر,Tafsir text placeholder for verse 14:42
14:43,مهطعين مقنعى رءوسهم لا يرتد اليهم طرفهم ۖ وافـٔدتهم هواء,Tafsir text placeholder for verse 14:43
14:44,وانذر الناس يوم ياتيهم العذاب فيقول الذين ظلموا ربنا اخرنا الىٰ اجل قريب نجب دعوتك ونتبع الرسل ۗ اولم تكونوا اقسمتم من قبل ما لكم من زوال,Tafsir text placeholder for verse 14:44
14:45,وسكنتم فى مسـٰكن الذين ظلموا انفسهم وتبين لكم كيف فعلنا بهم وضربنا لكم الامثال,Tafsir text placeholder for verse 14:45
14:46,وقد مكروا مكرهم وعند الله مكرهم وان كان مكرهم لتزول منه الجبال,Tafsir text placeholder for verse 14:46
14:47,فلا تحسبن الله مخلف وعده رسله ۗ ان الله عزيز ذو انتقام,Tafsir text placeholder for verse 14:47
14:48,يوم تبدل الارض غير الارض والسمـٰوٰت ۖ وبرزوا لله الوٰحد القهار,Tafsir text placeholder for verse 14:48
14:49,وترى المجرمين يومئذ مقرنين فى الاصفاد,Tafsir text placeholder for verse 14:49
14:50,سرابيلهم من قطران وتغشىٰ وجوههم النار,Tafsir text placeholder for verse 14:50
14:51,ليجزى الله كل نفس ما كسبت ۚ ان الله سريع الحساب,Tafsir text placeholder for verse 14:51
14:52,هـٰذا بلـٰغ للناس ولينذروا به وليعلموا انما هو الـٰه وٰحد وليذكر اولوا الالبـٰب,Tafsir text placeholder for verse 14:52
15:1,الر ۚ تلك ءايـٰت الكتـٰب وقرءان مبين,Tafsir text placeholder for verse 15:1
15:2,ربما يود الذين كفروا لو كانوا مسلمين,Tafsir text placeholder for verse 15:2
15:3,ذرهم ياكلوا ويتمتعوا ويلههم الامل ۖ فسوف يعلمون,Tafsir text placeholder for verse 15:3
15:4,وما اهلكنا من قرية الا ولها كتاب معلوم,Tafsir text placeholder for verse 15:4
15:5,ما تسبق من امة اجلها وما يستـٔخرون,Tafsir text placeholder for verse 15:5
15:6,وقالوا يـٰايها الذى نزل عليه الذكر انك لمجنون,Tafsir text placeholder for verse 15:6
15:7,لو ما تاتينا بالملـٰئكة ان كنت من الصـٰدقين,Tafsir text placeholder for verse 15:7
15:8,ما ننزل الملـٰئكة الا بالحق وما كانوا اذا منظرين,Tafsir text placeholder for verse 15:8
15:9,انا نحن نزلنا الذكر وانا له لحـٰفظون,Tafsir text placeholder for verse 15:9
15:10,ولقد ارسلنا من قبلك فى شيع الاولين,Tafsir text placeholder for verse 15:10
15:11,وما ياتيهم من رسول الا كانوا به يستهزءون,Tafsir text placeholder for verse 15:11
15:12,كذٰلك نسلكه فى قلوب المجرمين,Tafsir text placeholder for verse 15:12
15:13,لا يؤمنون به ۖ وقد خلت سنة الاولين,Tafsir text placeholder for verse 15:13
15:14,ولو فتحنا عليهم بابا من السماء فظلوا فيه يعرجون,Tafsir text placeholder for verse 15:14
15:15,لقالوا انما سكرت ابصـٰرنا بل نحن قوم مسحورون,Tafsir text placeholder for verse 15:15
15:16,ولقد جعلنا فى السماء بروجا وزينـٰها للنـٰظرين,Tafsir text placeholder for verse 15:16
15:17,وحفظنـٰها من كل شيطـٰن رجيم,Tafsir text placeholder for verse 15:17
15:18,الا من استرق السمع فاتبعه شهاب مبين,Tafsir text placeholder for verse 15:18
15:19,والارض مددنـٰها والقينا فيها روٰسى وانبتنا فيها من كل شىء موزون,Tafsir text placeholder for verse 15:19
15:20,وجعلنا لكم فيها معـٰيش ومن لستم له برٰزقين,Tafsir text placeholder for verse 15:20
15:21,وان من شىء الا عندنا خزائنه وما ننزله الا بقدر معلوم,Tafsir text placeholder for verse 15:21
15:22,وارسلنا الريـٰح لوٰقح فانزلنا من السماء ماء فاسقينـٰكموه وما انتم له بخـٰزنين,Tafsir text placeholder for verse 15:22
15:23,وانا لنحن نحيۦ ونميت ونحن الوٰرثون,Tafsir text placeholder for verse 15:23
15:24,ولقد علمنا المستقدمين منكم ولقد علمنا المستـٔخرين,Tafsir text placeholder for verse 15:24
15:25,وان ربك هو يحشرهم ۚ انه حكيم عليم,Tafsir text placeholder for verse 15:25
15:26,ولقد خلقنا الانسـٰن من صلصـٰل من حما مسنون,Tafsir text placeholder for verse 15:26
15:27,والجان خلقنـٰه من قبل من نار السموم,Tafsir text placeholder for verse 15:27
15:28,واذ قال ربك للملـٰئكة انى خـٰلق بشرا من صلصـٰل من حما مسنون,Tafsir text placeholder for verse 15:28
15:29,فاذا سويته ونفخت فيه من روحى فقعوا له سـٰجدين,Tafsir text placeholder for verse 15:29
15:30,فسجد الملـٰئكة كلهم اجمعون,Tafsir text placeholder for verse 15:30
15:31,الا ابليس ابىٰ ان يكون مع السـٰجدين,Tafsir text placeholder for verse 15:31
15:32,قال يـٰابليس ما لك الا تكون مع السـٰجدين,Tafsir text placeholder for verse 15:32
15:33,قال لم اكن لاسجد لبشر خلقته من صلصـٰل من حما مسنون,Tafsir text placeholder for verse 15:33
15:34,قال فاخرج منها فانك رجيم,Tafsir text placeholder for verse 15:34
15:35,وان عليك اللعنة الىٰ يوم الدين,Tafsir text placeholder for verse 15:35
15:36,قال رب فانظرنى الىٰ يوم يبعثون,Tafsir text placeholder for verse 15:36
15:37,قال فانك من المنظرين,Tafsir text placeholder for verse 15:37
15:38,الىٰ يوم الوقت المعلوم,Tafsir text placeholder for verse 15:38
15:39,قال رب بما اغويتنى لازينن لهم فى الارض ولاغوينهم اجمعين,Tafsir text placeholder for verse 15:39
15:40,الا عبادك منهم المخلصين,Tafsir text placeholder for verse 15:40
15:41,قال هـٰذا صرٰط على مستقيم,Tafsir text placeholder for verse 15:41
15:42,ان عبادى ليس لك عليهم سلطـٰن الا من اتبعك من الغاوين,Tafsir text placeholder for verse 15:42
15:43,وان جهنم لموعدهم اجمعين,Tafsir text placeholder for verse 15:43
15:44,لها سبعة ابوٰب لكل باب منهم جزء مقسوم,Tafsir text placeholder for verse 15:44
15:45,ان المتقين فى جنـٰت وعيون,Tafsir text placeholder for verse 15:45
15:46,ادخلوها بسلـٰم ءامنين,Tafsir text placeholder for verse 15:46
15:47,ونزعنا ما فى صدورهم من غل اخوٰنا علىٰ سرر متقـٰبلين,Tafsir text placeholder for verse 15:47
15:48,لا يمسهم فيها نصب وما هم منها بمخرجين,Tafsir text placeholder for verse 15:48
15:49,نبئ عبادى انى انا الغفور الرحيم,Tafsir text placeholder for verse 15:49
15:50,وان عذابى هو العذاب الاليم,Tafsir text placeholder for verse 15:50
15:51,ونبئهم عن ضيف ابرٰهيم,Tafsir text placeholder for verse 15:51
15:52,اذ دخلوا عليه فقالوا سلـٰما قال انا منكم وجلون,Tafsir text placeholder for verse 15:52
15:53,قالوا لا توجل انا نبشرك بغلـٰم عليم,Tafsir text placeholder for verse 15:53
15:54,قال ابشرتمونى علىٰ ان مسنى الكبر فبم تبشرون,Tafsir text placeholder for verse 15:54
15:55,قالوا بشرنـٰك بالحق فلا تكن من القـٰنطين,Tafsir text placeholder for verse 15:55
15:56,قال ومن يقنط من رحمة ربه الا الضالون,Tafsir text placeholder for verse 15:56
15:57,قال فما خطبكم ايها المرسلون,Tafsir text placeholder for verse 15:57
15:58,قالوا انا ارسلنا الىٰ قوم مجرمين,Tafsir text placeholder for verse 15:58
15:59,الا ءال لوط انا لمنجوهم اجمعين,Tafsir text placeholder for verse 15:59
15:60,الا امراته قدرنا ۙ انها لمن الغـٰبرين,Tafsir text placeholder for verse 15:60
15:61,فلما جاء ءال لوط المرسلون,Tafsir text placeholder for verse 15:61
15:62,قال انكم قوم منكرون,Tafsir text placeholder for verse 15:62
15:63,قالوا بل جئنـٰك بما كانوا فيه يمترون,Tafsir text placeholder for verse 15:63
15:64,واتينـٰك بالحق وانا لصـٰدقون,Tafsir text placeholder for verse 15:64
15:65,فاسر باهلك بقطع من اليل واتبع ادبـٰرهم ولا يلتفت منكم احد وامضوا حيث تؤمرون,Tafsir text placeholder for verse 15:65
15:66,وقضينا اليه ذٰلك الامر ان دابر هـٰؤلاء مقطوع مصبحين,Tafsir text placeholder for verse 15:66
15:67,وجاء اهل المدينة يستبشرون,Tafsir text placeholder for verse 15:67
15:68,قال ان هـٰؤلاء ضيفى فلا تفضحون,Tafsir text placeholder for verse 15:68
15:69,واتقوا الله ولا تخزون,Tafsir text placeholder for verse 15:69
15:70,قالوا اولم ننهك عن العـٰلمين,Tafsir text placeholder for verse 15:70
15:71,قال هـٰؤلاء بناتى ان كنتم فـٰعلين,Tafsir text placeholder for verse 15:71
15:72,لعمرك انهم لفى سكرتهم يعمهون,Tafsir text placeholder for verse 15:72
15:73,فاخذتهم الصيحة مشرقين,Tafsir text placeholder for verse 15:73
15:74,فجعلنا عـٰليها سافلها وامطرنا عليهم حجارة من سجيل,Tafsir text placeholder for verse 15:74
15:75,ان فى ذٰلك لـٔايـٰت للمتوسمين,Tafsir text placeholder for verse 15:75
15:76,وانها لبسبيل مقيم,Tafsir text placeholder for verse 15:76
15:77,ان فى ذٰلك لـٔاية للمؤمنين,Tafsir text placeholder for verse 15:77
15:78,وان كان اصحـٰب الايكة لظـٰلمين,Tafsir text placeholder for verse 15:78
15:79,فانتقمنا منهم وانهما لبامام مبين,Tafsir text placeholder for verse 15:79
15:80,ولقد كذب اصحـٰب الحجر المرسلين,Tafsir text placeholder for verse 15:80
15:81,وءاتينـٰهم ءايـٰتنا فكانوا عنها معرضين,Tafsir text placeholder for verse 15:81
15:82,وكانوا ينحتون من الجبال بيوتا ءامنين,Tafsir text placeholder for verse 15:82
15:83,فاخذتهم الصيحة مصبحين,Tafsir text placeholder for verse 15:83
15:84,فما اغنىٰ عنهم ما كانوا يكسبون,Tafsir text placeholder for verse 15:84
15:85,وما خلقنا السمـٰوٰت والارض وما بينهما الا بالحق ۗ وان الساعة لـٔاتية ۖ فاصفح الصفح الجميل,Tafsir text placeholder for verse 15:85
15:86,ان ربك هو الخلـٰق العليم,Tafsir text placeholder for verse 15:86
15:87,ولقد ءاتينـٰك سبعا من المثانى والقرءان العظيم,Tafsir text placeholder for verse 15:87
15:88,لا تمدن عينيك الىٰ ما متعنا به ازوٰجا منهم ولا تحزن عليهم واخفض جناحك للمؤمنين,Tafsir text placeholder for verse 15:88
15:89,وقل انى انا النذير المبين,Tafsir text placeholder for verse 15:89
15:90,كما انزلنا على المقتسمين,Tafsir text placeholder for verse 15:90
15:91,الذين جعلوا القرءان عضين,Tafsir text placeholder for verse 15:91
15:92,فوربك لنسـٔلنهم اجمعين,Tafsir text placeholder for verse 15:92
15:93,عما كانوا يعملون,Tafsir text placeholder for verse 15:93
15:94,فاصدع بما تؤمر واعرض عن المشركين,Tafsir text placeholder for verse 15:94
15:95,انا كفينـٰك المستهزءين,Tafsir text placeholder for verse 15:95
15:96,الذين يجعلون مع الله الـٰها ءاخر ۚ فسوف يعلمون,Tafsir text placeholder for verse 15:96
15:97,ولقد نعلم انك يضيق صدرك بما يقولون,Tafsir text placeholder for verse 15:97
15:98,فسبح بحمد ربك وكن من السـٰجدين,Tafsir text placeholder for verse 15:98
15:99,واعبد ربك حتىٰ ياتيك اليقين,Tafsir text placeholder for verse 15:99
16:1,اتىٰ امر الله فلا تستعجلوه ۚ سبحـٰنه وتعـٰلىٰ عما يشركون,Tafsir text placeholder for verse 16:1
16:2,ينزل الملـٰئكة بالروح من امره علىٰ من يشاء من عباده ان انذروا انه لا الـٰه الا انا۠ فاتقون,Tafsir text placeholder for verse 16:2
16:3,خلق السمـٰوٰت والارض بالحق ۚ تعـٰلىٰ عما يشركون,Tafsir text placeholder for verse 16:3
16:4,خلق الانسـٰن من نطفة فاذا هو خصيم مبين,Tafsir text placeholder for verse 16:4
16:5,والانعـٰم خلقها ۗ لكم فيها دفء ومنـٰفع ومنها تاكلون,Tafsir text placeholder for verse 16:5
16:6,ولكم فيها جمال حين تريحون وحين تسرحون,Tafsir text placeholder for verse 16:6
16:7,وتحمل اثقالكم الىٰ بلد لم تكونوا بـٰلغيه الا بشق الانفس ۚ ان ربكم لرءوف رحيم,Tafsir text placeholder for verse 16:7
16:8,والخيل والبغال والحمير لتركبوها وزينة ۚ ويخلق ما لا تعلمون,Tafsir text placeholder for verse 16:8
16:9,وعلى الله قصد السبيل ومنها جائر ۚ ولو شاء لهدىٰكم اجمعين,Tafsir text placeholder for verse 16:9
16:10,هو الذى انزل من السماء ماء ۖ لكم منه شراب ومنه شجر فيه تسيمون,Tafsir text placeholder for verse 16:10
16:11,ينبت لكم به الزرع والزيتون والنخيل والاعنـٰب ومن كل الثمرٰت ۗ ان فى ذٰلك لـٔاية لقوم يتفكرون,Tafsir text placeholder for verse 16:11
16:12,وسخر لكم اليل والنهار والشمس والقمر ۖ والنجوم مسخرٰت بامره ۗ ان فى ذٰلك لـٔايـٰت لقوم يعقلون,Tafsir text placeholder for verse 16:12
16:13,وما ذرا لكم فى الارض مختلفا الوٰنه ۗ ان فى ذٰلك لـٔاية لقوم يذكرون,Tafsir text placeholder for verse 16:13
16:14,وهو الذى سخر البحر لتاكلوا منه لحما طريا وتستخرجوا منه حلية تلبسونها وترى الفلك مواخر فيه ولتبتغوا من فضله ولعلكم تشكرون,Tafsir text placeholder for verse 16:14
16:15,والقىٰ فى الارض روٰسى ان تميد بكم وانهـٰرا وسبلا لعلكم تهتدون,Tafsir text placeholder for verse 16:15
16:16,وعلـٰمـٰت ۚ وبالنجم هم يهتدون,Tafsir text placeholder for verse 16:16
16:17,افمن يخلق كمن لا يخلق ۗ افلا تذكرون,Tafsir text placeholder for verse 16:17
16:18,وان تعدوا نعمة الله لا تحصوها ۗ ان الله لغفور رحيم,Tafsir text placeholder for verse 16:18
16:19,والله يعلم ما تسرون وما تعلنون,Tafsir text placeholder for verse 16:19
16:20,والذين يدعون من دون الله لا يخلقون شيـٔا وهم يخلقون,Tafsir text placeholder for verse 16:20
16:21,اموٰت غير احياء ۖ وما يشعرون ايان يبعثون,Tafsir text placeholder for verse 16:21
16:22,الـٰهكم الـٰه وٰحد ۚ فالذين لا يؤمنون بالـٔاخرة قلوبهم منكرة وهم مستكبرون,Tafsir text placeholder for verse 16:22
16:23,لا جرم ان الله يعلم ما يسرون وما يعلنون ۚ انه لا يحب المستكبرين,Tafsir text placeholder for verse 16:23
16:24,واذا قيل لهم ماذا انزل ربكم ۙ قالوا اسـٰطير الاولين,Tafsir text placeholder for verse 16:24
16:25,ليحملوا اوزارهم كاملة يوم القيـٰمة ۙ ومن اوزار الذين يضلونهم بغير علم ۗ الا ساء ما يزرون,Tafsir text placeholder for verse 16:25
16:26,قد مكر الذين من قبلهم فاتى الله بنيـٰنهم من القواعد فخر عليهم السقف من فوقهم واتىٰهم العذاب من حيث لا يشعرون,Tafsir text placeholder for verse 16:26
16:27,ثم يوم القيـٰمة يخزيهم ويقول اين شركاءى الذين كنتم تشـٰقون فيهم ۚ قال الذين اوتوا العلم ان الخزى اليوم والسوء على الكـٰفرين,Tafsir text placeholder for verse 16:27
16:28,الذين تتوفىٰهم الملـٰئكة ظالمى انفسهم ۖ فالقوا السلم ما كنا نعمل من سوء ۚ بلىٰ ان الله عليم بما كنتم تعملون,Tafsir text placeholder for verse 16:28
16:29,فادخلوا ابوٰب جهنم خـٰلدين فيها ۖ فلبئس مثوى المتكبرين,Tafsir text placeholder for verse 16:29
16:30,وقيل للذين اتقوا ماذا انزل ربكم ۚ قالوا خيرا ۗ للذين احسنوا فى هـٰذه الدنيا حسنة ۚ ولدار الـٔاخرة خير ۚ ولنعم دار المتقين,Tafsir text placeholder for verse 16:30
16:31,جنـٰت عدن يدخلونها تجرى من تحتها الانهـٰر ۖ لهم فيها ما يشاءون ۚ كذٰلك يجزى الله المتقين,Tafsir text placeholder for verse 16:31
16:32,الذين تتوفىٰهم الملـٰئكة طيبين ۙ يقولون سلـٰم عليكم ادخلوا الجنة بما كنتم تعملون,Tafsir text placeholder for verse 16:32
16:33,هل ينظرون الا ان تاتيهم الملـٰئكة او ياتى امر ربك ۚ كذٰلك فعل الذين من قبلهم ۚ وما ظلمهم الله ولـٰكن كانوا انفسهم يظلمون,Tafsir text placeholder for verse 16:33
16:34,فاصابهم سيـٔات ما عملوا وحاق بهم ما كانوا به يستهزءون,Tafsir text placeholder for verse 16:34
16:35,وقال الذين اشركوا لو شاء الله ما عبدنا من دونه من شىء نحن ولا ءاباؤنا ولا حرمنا من دونه من شىء ۚ كذٰلك فعل الذين من قبلهم ۚ فهل على الرسل الا البلـٰغ المبين,Tafsir text placeholder for verse 16:35
16:36,ولقد بعثنا فى كل امة رسولا ان اعبدوا الله واجتنبوا الطـٰغوت ۖ فمنهم من هدى الله ومنهم من حقت عليه الضلـٰلة ۚ فسيروا فى الارض فانظروا كيف كان عـٰقبة المكذبين,Tafsir text placeholder for verse 16:36
16:37,ان تحرص علىٰ هدىٰهم فان الله لا يهدى من يضل ۖ وما لهم من نـٰصرين,Tafsir text placeholder for verse 16:37
16:38,واقسموا بالله جهد ايمـٰنهم ۙ لا يبعث الله من يموت ۚ بلىٰ وعدا عليه حقا ولـٰكن اكثر الناس لا يعلمون,Tafsir text placeholder for verse 16:38
16:39,ليبين لهم الذى يختلفون فيه وليعلم الذين كفروا انهم كانوا كـٰذبين,Tafsir text placeholder for verse 16:39
16:40,انما قولنا لشىء اذا اردنـٰه ان نقول له كن فيكون,Tafsir text placeholder for verse 16:40
16:41,والذين هاجروا فى الله من بعد ما ظلموا لنبوئنهم فى الدنيا حسنة ۖ ولاجر الـٔاخرة اكبر ۚ لو كانوا يعلمون,Tafsir text placeholder for verse 16:41
16:42,الذين صبروا وعلىٰ ربهم يتوكلون,Tafsir text placeholder for verse 16:42
16:43,وما ارسلنا من قبلك الا رجالا نوحى اليهم ۚ فسـٔلوا اهل الذكر ان كنتم لا تعلمون,Tafsir text placeholder for verse 16:43
16:44,بالبينـٰت والزبر ۗ وانزلنا اليك الذكر لتبين للناس ما نزل اليهم ولعلهم يتفكرون,Tafsir text placeholder for verse 16:44
16:45,افامن الذين مكروا السيـٔات ان يخسف الله بهم الارض او ياتيهم العذاب من حيث لا يشعرون,Tafsir text placeholder for verse 16:45
16:46,او ياخذهم فى تقلبهم فما هم بمعجزين,Tafsir text placeholder for verse 16:46
16:47,او ياخذهم علىٰ تخوف فان ربكم لرءوف رحيم,Tafsir text placeholder for verse 16:47
16:48,اولم يروا الىٰ ما خلق الله من شىء يتفيؤا۟ ظلـٰله عن اليمين والشمائل سجدا لله وهم دٰخرون,Tafsir text placeholder for verse 16:48
16:49,ولله يسجد ما فى السمـٰوٰت وما فى الارض من دابة والملـٰئكة وهم لا يستكبرون,Tafsir text placeholder for verse 16:49
16:50,يخافون ربهم من فوقهم ويفعلون ما يؤمرون ۩,Tafsir text placeholder for verse 16:50
16:51,وقال الله لا تتخذوا الـٰهين اثنين ۖ انما هو الـٰه وٰحد ۖ فايـٰى فارهبون,Tafsir text placeholder for verse 16:51
16:52,وله ما فى السمـٰوٰت والارض وله الدين واصبا ۚ افغير الله تتقون,Tafsir text placeholder for verse 16:52
16:53,وما بكم من نعمة فمن الله ۖ ثم اذا مسكم الضر فاليه تجـٔرون,Tafsir text placeholder for verse 16:53
16:54,ثم اذا كشف الضر عنكم اذا فريق منكم بربهم يشركون,Tafsir text placeholder for verse 16:54
16:55,ليكفروا بما ءاتينـٰهم ۚ فتمتعوا ۖ فسوف تعلمون,Tafsir text placeholder for verse 16:55
16:56,ويجعلون لما لا يعلمون نصيبا مما رزقنـٰهم ۗ تالله لتسـٔلن عما كنتم تفترون,Tafsir text placeholder for verse 16:56
16:57,ويجعلون لله البنـٰت سبحـٰنه ۙ ولهم ما يشتهون,Tafsir text placeholder for verse 16:57
16:58,واذا بشر احدهم بالانثىٰ ظل وجهه مسودا وهو كظيم,Tafsir text placeholder for verse 16:58
16:59,يتوٰرىٰ من القوم من سوء ما بشر به ۚ ايمسكه علىٰ هون ام يدسه فى التراب ۗ الا ساء ما يحكمون,Tafsir text placeholder for verse 16:59
16:60,للذين لا يؤمنون بالـٔاخرة مثل السوء ۖ ولله المثل الاعلىٰ ۚ وهو العزيز الحكيم,Tafsir text placeholder for verse 16:60
16:61,ولو يؤاخذ الله الناس بظلمهم ما ترك عليها من دابة ولـٰكن يؤخرهم الىٰ اجل مسمى ۖ فاذا جاء اجلهم لا يستـٔخرون ساعة ۖ ولا يستقدمون,Tafsir text placeholder for verse 16:61
16:62,ويجعلون لله ما يكرهون وتصف السنتهم الكذب ان لهم الحسنىٰ ۖ لا جرم ان لهم النار وانهم مفرطون,Tafsir text placeholder for verse 16:62
16:63,تالله لقد ارسلنا الىٰ امم من قبلك فزين لهم الشيطـٰن اعمـٰلهم فهو وليهم اليوم ولهم عذاب اليم,Tafsir text placeholder for verse 16:63
16:64,وما انزلنا عليك الكتـٰب الا لتبين لهم الذى اختلفوا فيه ۙ وهدى ورحمة لقوم يؤمنون,Tafsir text placeholder for verse 16:64
16:65,والله انزل من السماء ماء فاحيا به الارض بعد موتها ۚ ان فى ذٰلك لـٔاية لقوم يسمعون,Tafsir text placeholder for verse 16:65
16:66,وان لكم فى الانعـٰم لعبرة ۖ نسقيكم مما فى بطونه من بين فرث ودم لبنا خالصا سائغا للشـٰربين,Tafsir text placeholder for verse 16:66
16:67,ومن ثمرٰت النخيل والاعنـٰب تتخذون منه سكرا ورزقا حسنا ۗ ان فى ذٰلك لـٔاية لقوم يعقلون,Tafsir text placeholder for verse 16:67
16:68,واوحىٰ ربك الى النحل ان اتخذى من الجبال بيوتا ومن الشجر ومما يعرشون,Tafsir text placeholder for verse 16:68
16:69,ثم كلى من كل الثمرٰت فاسلكى سبل ربك ذللا ۚ يخرج من بطونها شراب مختلف الوٰنه فيه شفاء للناس ۗ ان فى ذٰلك لـٔاية لقوم يتفكرون,Tafsir text placeholder for verse 16:69
16:70,والله خلقكم ثم يتوفىٰكم ۚ ومنكم من يرد الىٰ ارذل العمر لكى لا يعلم بعد علم شيـٔا ۚ ان الله عليم قدير,Tafsir text placeholder for verse 16:70
16:71,والله فضل بعضكم علىٰ بعض فى الرزق ۚ فما الذين فضلوا برادى رزقهم علىٰ ما ملكت ايمـٰنهم فهم فيه سواء ۚ افبنعمة الله يجحدون,Tafsir text placeholder for verse 16:71
16:72,والله جعل لكم من انفسكم ازوٰجا وجعل لكم من ازوٰجكم بنين وحفدة ورزقكم من الطيبـٰت ۚ افبالبـٰطل يؤمنون وبنعمت الله هم يكفرون,Tafsir text placeholder for verse 16:72
16:73,ويعبدون من دون الله ما لا يملك لهم رزقا من السمـٰوٰت والارض شيـٔا ولا يستطيعون,Tafsir text placeholder for verse 16:73
16:74,فلا تضربوا لله الامثال ۚ ان الله يعلم وانتم لا تعلمون,Tafsir text placeholder for verse 16:74
16:75,ضرب الله مثلا عبدا مملوكا لا يقدر علىٰ شىء ومن رزقنـٰه منا رزقا حسنا فهو ينفق منه سرا وجهرا ۖ هل يستوۥن ۚ الحمد لله ۚ بل اكثرهم لا يعلمون,Tafsir text placeholder for verse 16:75
16:76,وضرب الله مثلا رجلين احدهما ابكم لا يقدر علىٰ شىء وهو كل علىٰ مولىٰه اينما يوجهه لا يات بخير ۖ هل يستوى هو ومن يامر بالعدل ۙ وهو علىٰ صرٰط مستقيم,Tafsir text placeholder for verse 16:76
16:77,ولله غيب السمـٰوٰت والارض ۚ وما امر الساعة الا كلمح البصر او هو اقرب ۚ ان الله علىٰ كل شىء قدير,Tafsir text placeholder for verse 16:77
16:78,والله اخرجكم من بطون امهـٰتكم لا تعلمون شيـٔا وجعل لكم السمع والابصـٰر والافـٔدة ۙ لعلكم تشكرون,Tafsir text placeholder for verse 16:78
16:79,الم يروا الى الطير مسخرٰت فى جو السماء ما يمسكهن الا الله ۗ ان فى ذٰلك لـٔايـٰت لقوم يؤمنون,Tafsir text placeholder for verse 16:79
16:80,والله جعل لكم من بيوتكم سكنا وجعل لكم من جلود الانعـٰم بيوتا تستخفونها يوم ظعنكم ويوم اقامتكم ۙ ومن اصوافها واوبارها واشعارها اثـٰثا ومتـٰعا الىٰ حين,Tafsir text placeholder for verse 16:80
16:81,والله جعل لكم مما خلق ظلـٰلا وجعل لكم من الجبال اكنـٰنا وجعل لكم سرٰبيل تقيكم الحر وسرٰبيل تقيكم باسكم ۚ كذٰلك يتم نعمته عليكم لعلكم تسلمون,Tafsir text placeholder for verse 16:81
16:82,فان تولوا فانما عليك البلـٰغ المبين,Tafsir text placeholder for verse 16:82
16:83,يعرفون نعمت الله ثم ينكرونها واكثرهم الكـٰفرون,Tafsir text placeholder for verse 16:83
16:84,ويوم نبعث من كل امة شهيدا ثم لا يؤذن للذين كفروا ولا هم يستعتبون,Tafsir text placeholder for verse 16:84
16:85,واذا رءا الذين ظلموا العذاب فلا يخفف عنهم ولا هم ينظرون,Tafsir text placeholder for verse 16:85
16:86,واذا رءا الذين اشركوا شركاءهم قالوا ربنا هـٰؤلاء شركاؤنا الذين كنا ندعوا من دونك ۖ فالقوا اليهم القول انكم لكـٰذبون,Tafsir text placeholder for verse 16:86
16:87,والقوا الى الله يومئذ السلم ۖ وضل عنهم ما كانوا يفترون,Tafsir text placeholder for verse 16:87
16:88,الذين كفروا وصدوا عن سبيل الله زدنـٰهم عذابا فوق العذاب بما كانوا يفسدون,Tafsir text placeholder for verse 16:88
16:89,ويوم نبعث فى كل امة شهيدا عليهم من انفسهم ۖ وجئنا بك شهيدا علىٰ هـٰؤلاء ۚ ونزلنا عليك الكتـٰب تبيـٰنا لكل شىء وهدى ورحمة وبشرىٰ للمسلمين,Tafsir text placeholder for verse 16:89
16:90,ان الله يامر بالعدل والاحسـٰن وايتائ ذى القربىٰ وينهىٰ عن الفحشاء والمنكر والبغى ۚ يعظكم لعلكم تذكرون,Tafsir text placeholder for verse 16:90
16:91,واوفوا بعهد الله اذا عـٰهدتم ولا تنقضوا الايمـٰن بعد توكيدها وقد جعلتم الله عليكم كفيلا ۚ ان الله يعلم ما تفعلون,Tafsir text placeholder for verse 16:91
16:92,ولا تكونوا كالتى نقضت غزلها من بعد قوة انكـٰثا تتخذون ايمـٰنكم دخلا بينكم ان تكون امة هى اربىٰ من امة ۚ انما يبلوكم الله به ۚ وليبينن لكم يوم القيـٰمة ما كنتم فيه تختلفون,Tafsir text placeholder for verse 16:92
16:93,ولو شاء الله لجعلكم امة وٰحدة ولـٰكن يضل من يشاء ويهدى من يشاء ۚ ولتسـٔلن عما كنتم تعملون,Tafsir text placeholder for verse 16:93
16:94,ولا تتخذوا ايمـٰنكم دخلا بينكم فتزل قدم بعد ثبوتها وتذوقوا السوء بما صددتم عن سبيل الله ۖ ولكم عذاب عظيم,Tafsir text placeholder for verse 16:94
16:95,ولا تشتروا بعهد الله ثمنا قليلا ۚ انما عند الله هو خير لكم ان كنتم تعلمون,Tafsir text placeholder for verse 16:95
