verse_key,text_original,clean_verse
16:31,جَنّـٰتُ عَدنٍ يَدخُلونَها تَجرى مِن تَحتِهَا الأَنهـٰرُ ۖ لَهُم فيها ما يَشاءونَ ۚ كَذٰلِكَ يَجزِى اللَّهُ المُتَّقينَ,جنـٰت عدن يدخلونها تجرى من تحتها الانهـٰر ۖ لهم فيها ما يشاءون ۚ كذٰلك يجزى الله المتقين
16:32,الَّذينَ تَتَوَفّىٰهُمُ المَلـٰئِكَةُ طَيِّبينَ ۙ يَقولونَ سَلـٰمٌ عَلَيكُمُ ادخُلُوا الجَنَّةَ بِما كُنتُم تَعمَلونَ,الذين تتوفىٰهم الملـٰئكة طيبين ۙ يقولون سلـٰم عليكم ادخلوا الجنة بما كنتم تعملون
16:33,هَل يَنظُرونَ إِلّا أَن تَأتِيَهُمُ المَلـٰئِكَةُ أَو يَأتِىَ أَمرُ رَبِّكَ ۚ كَذٰلِكَ فَعَلَ الَّذينَ مِن قَبلِهِم ۚ وَما ظَلَمَهُمُ اللَّهُ وَلـٰكِن كانوا أَنفُسَهُم يَظلِمونَ,هل ينظرون الا ان تاتيهم الملـٰئكة او ياتى امر ربك ۚ كذٰلك فعل الذين من قبلهم ۚ وما ظلمهم الله ولـٰكن كانوا انفسهم يظلمون
16:34,فَأَصابَهُم سَيِّـٔاتُ ما عَمِلوا وَحاقَ بِهِم ما كانوا بِهِ يَستَهزِءونَ,فاصابهم سيـٔات ما عملوا وحاق بهم ما كانوا به يستهزءون
16:35,وَقالَ الَّذينَ أَشرَكوا لَو شاءَ اللَّهُ ما عَبَدنا مِن دونِهِ مِن شَىءٍ نَحنُ وَلا ءاباؤُنا وَلا حَرَّمنا مِن دونِهِ مِن شَىءٍ ۚ كَذٰلِكَ فَعَلَ الَّذينَ مِن قَبلِهِم ۚ فَهَل عَلَى الرُّسُلِ إِلَّا البَلـٰغُ المُبينُ,وقال الذين اشركوا لو شاء الله ما عبدنا من دونه من شىء نحن ولا ءاباؤنا ولا حرمنا من دونه من شىء ۚ كذٰلك فعل الذين من قبلهم ۚ فهل على الرسل الا البلـٰغ المبين
16:36,وَلَقَد بَعَثنا فى كُلِّ أُمَّةٍ رَسولًا أَنِ اعبُدُوا اللَّهَ وَاجتَنِبُوا الطّـٰغوتَ ۖ فَمِنهُم مَن هَدَى اللَّهُ وَمِنهُم مَن حَقَّت عَلَيهِ الضَّلـٰلَةُ ۚ فَسيروا فِى الأَرضِ فَانظُروا كَيفَ كانَ عـٰقِبَةُ المُكَذِّبينَ,ولقد بعثنا فى كل امة رسولا ان اعبدوا الله واجتنبوا الطـٰغوت ۖ فمنهم من هدى الله ومنهم من حقت عليه الضلـٰلة ۚ فسيروا فى الارض فانظروا كيف كان عـٰقبة المكذبين
16:37,إِن تَحرِص عَلىٰ هُدىٰهُم فَإِنَّ اللَّهَ لا يَهدى مَن يُضِلُّ ۖ وَما لَهُم مِن نـٰصِرينَ,ان تحرص علىٰ هدىٰهم فان الله لا يهدى من يضل ۖ وما لهم من نـٰصرين
16:38,وَأَقسَموا بِاللَّهِ جَهدَ أَيمـٰنِهِم ۙ لا يَبعَثُ اللَّهُ مَن يَموتُ ۚ بَلىٰ وَعدًا عَلَيهِ حَقًّا وَلـٰكِنَّ أَكثَرَ النّاسِ لا يَعلَمونَ,واقسموا بالله جهد ايمـٰنهم ۙ لا يبعث الله من يموت ۚ بلىٰ وعدا عليه حقا ولـٰكن اكثر الناس لا يعلمون
16:39,لِيُبَيِّنَ لَهُمُ الَّذى يَختَلِفونَ فيهِ وَلِيَعلَمَ الَّذينَ كَفَروا أَنَّهُم كانوا كـٰذِبينَ,ليبين لهم الذى يختلفون فيه وليعلم الذين كفروا انهم كانوا كـٰذبين
16:40,إِنَّما قَولُنا لِشَىءٍ إِذا أَرَدنـٰهُ أَن نَقولَ لَهُ كُن فَيَكونُ,انما قولنا لشىء اذا اردنـٰه ان نقول له كن فيكون
16:41,وَالَّذينَ هاجَروا فِى اللَّهِ مِن بَعدِ ما ظُلِموا لَنُبَوِّئَنَّهُم فِى الدُّنيا حَسَنَةً ۖ وَلَأَجرُ الـٔاخِرَةِ أَكبَرُ ۚ لَو كانوا يَعلَمونَ,والذين هاجروا فى الله من بعد ما ظلموا لنبوئنهم فى الدنيا حسنة ۖ ولاجر الـٔاخرة اكبر ۚ لو كانوا يعلمون
16:42,الَّذينَ صَبَروا وَعَلىٰ رَبِّهِم يَتَوَكَّلونَ,الذين صبروا وعلىٰ ربهم يتوكلون
16:43,وَما أَرسَلنا مِن قَبلِكَ إِلّا رِجالًا نوحى إِلَيهِم ۚ فَسـَٔلوا أَهلَ الذِّكرِ إِن كُنتُم لا تَعلَمونَ,وما ارسلنا من قبلك الا رجالا نوحى اليهم ۚ فسـٔلوا اهل الذكر ان كنتم لا تعلمون
16:44,بِالبَيِّنـٰتِ وَالزُّبُرِ ۗ وَأَنزَلنا إِلَيكَ الذِّكرَ لِتُبَيِّنَ لِلنّاسِ ما نُزِّلَ إِلَيهِم وَلَعَلَّهُم يَتَفَكَّرونَ,بالبينـٰت والزبر ۗ وانزلنا اليك الذكر لتبين للناس ما نزل اليهم ولعلهم يتفكرون
16:45,أَفَأَمِنَ الَّذينَ مَكَرُوا السَّيِّـٔاتِ أَن يَخسِفَ اللَّهُ بِهِمُ الأَرضَ أَو يَأتِيَهُمُ العَذابُ مِن حَيثُ لا يَشعُرونَ,افامن الذين مكروا السيـٔات ان يخسف الله بهم الارض او ياتيهم العذاب من حيث لا يشعرون
16:46,أَو يَأخُذَهُم فى تَقَلُّبِهِم فَما هُم بِمُعجِزينَ,او ياخذهم فى تقلبهم فما هم بمعجزين
16:47,أَو يَأخُذَهُم عَلىٰ تَخَوُّفٍ فَإِنَّ رَبَّكُم لَرَءوفٌ رَحيمٌ,او ياخذهم علىٰ تخوف فان ربكم لرءوف رحيم
16:48,أَوَلَم يَرَوا إِلىٰ ما خَلَقَ اللَّهُ مِن شَىءٍ يَتَفَيَّؤُا۟ ظِلـٰلُهُ عَنِ اليَمينِ وَالشَّمائِلِ سُجَّدًا لِلَّهِ وَهُم دٰخِرونَ,اولم يروا الىٰ ما خلق الله من شىء يتفيؤا۟ ظلـٰله عن اليمين والشمائل سجدا لله وهم دٰخرون
16:49,وَلِلَّهِ يَسجُدُ ما فِى السَّمـٰوٰتِ وَما فِى الأَرضِ مِن دابَّةٍ وَالمَلـٰئِكَةُ وَهُم لا يَستَكبِرونَ,ولله يسجد ما فى السمـٰوٰت وما فى الارض من دابة والملـٰئكة وهم لا يستكبرون
16:50,يَخافونَ رَبَّهُم مِن فَوقِهِم وَيَفعَلونَ ما يُؤمَرونَ ۩,يخافون ربهم من فوقهم ويفعلون ما يؤمرون ۩
16:51,وَقالَ اللَّهُ لا تَتَّخِذوا إِلـٰهَينِ اثنَينِ ۖ إِنَّما هُوَ إِلـٰهٌ وٰحِدٌ ۖ فَإِيّـٰىَ فَارهَبونِ,وقال الله لا تتخذوا الـٰهين اثنين ۖ انما هو الـٰه وٰحد ۖ فايـٰى فارهبون
16:52,وَلَهُ ما فِى السَّمـٰوٰتِ وَالأَرضِ وَلَهُ الدّينُ واصِبًا ۚ أَفَغَيرَ اللَّهِ تَتَّقونَ,وله ما فى السمـٰوٰت والارض وله الدين واصبا ۚ افغير الله تتقون
16:53,وَما بِكُم مِن نِعمَةٍ فَمِنَ اللَّهِ ۖ ثُمَّ إِذا مَسَّكُمُ الضُّرُّ فَإِلَيهِ تَجـَٔرونَ,وما بكم من نعمة فمن الله ۖ ثم اذا مسكم الضر فاليه تجـٔرون
16:54,ثُمَّ إِذا كَشَفَ الضُّرَّ عَنكُم إِذا فَريقٌ مِنكُم بِرَبِّهِم يُشرِكونَ,ثم اذا كشف الضر عنكم اذا فريق منكم بربهم يشركون
16:55,لِيَكفُروا بِما ءاتَينـٰهُم ۚ فَتَمَتَّعوا ۖ فَسَوفَ تَعلَمونَ,ليكفروا بما ءاتينـٰهم ۚ فتمتعوا ۖ فسوف تعلمون
16:56,وَيَجعَلونَ لِما لا يَعلَمونَ نَصيبًا مِمّا رَزَقنـٰهُم ۗ تَاللَّهِ لَتُسـَٔلُنَّ عَمّا كُنتُم تَفتَرونَ,ويجعلون لما لا يعلمون نصيبا مما رزقنـٰهم ۗ تالله لتسـٔلن عما كنتم تفترون
16:57,وَيَجعَلونَ لِلَّهِ البَنـٰتِ سُبحـٰنَهُ ۙ وَلَهُم ما يَشتَهونَ,ويجعلون لله البنـٰت سبحـٰنه ۙ ولهم ما يشتهون
16:58,وَإِذا بُشِّرَ أَحَدُهُم بِالأُنثىٰ ظَلَّ وَجهُهُ مُسوَدًّا وَهُوَ كَظيمٌ,واذا بشر احدهم بالانثىٰ ظل وجهه مسودا وهو كظيم
16:59,يَتَوٰرىٰ مِنَ القَومِ مِن سوءِ ما بُشِّرَ بِهِ ۚ أَيُمسِكُهُ عَلىٰ هونٍ أَم يَدُسُّهُ فِى التُّرابِ ۗ أَلا ساءَ ما يَحكُمونَ,يتوٰرىٰ من القوم من سوء ما بشر به ۚ ايمسكه علىٰ هون ام يدسه فى التراب ۗ الا ساء ما يحكمون
16:60,لِلَّذينَ لا يُؤمِنونَ بِالـٔاخِرَةِ مَثَلُ السَّوءِ ۖ وَلِلَّهِ المَثَلُ الأَعلىٰ ۚ وَهُوَ العَزيزُ الحَكيمُ,للذين لا يؤمنون بالـٔاخرة مثل السوء ۖ ولله المثل الاعلىٰ ۚ وهو العزيز الحكيم
16:61,وَلَو يُؤاخِذُ اللَّهُ النّاسَ بِظُلمِهِم ما تَرَكَ عَلَيها مِن دابَّةٍ وَلـٰكِن يُؤَخِّرُهُم إِلىٰ أَجَلٍ مُسَمًّى ۖ فَإِذا جاءَ أَجَلُهُم لا يَستَـٔخِرونَ ساعَةً ۖ وَلا يَستَقدِمونَ,ولو يؤاخذ الله الناس بظلمهم ما ترك عليها من دابة ولـٰكن يؤخرهم الىٰ اجل مسمى ۖ فاذا جاء اجلهم لا يستـٔخرون ساعة ۖ ولا يستقدمون
16:62,وَيَجعَلونَ لِلَّهِ ما يَكرَهونَ وَتَصِفُ أَلسِنَتُهُمُ الكَذِبَ أَنَّ لَهُمُ الحُسنىٰ ۖ لا جَرَمَ أَنَّ لَهُمُ النّارَ وَأَنَّهُم مُفرَطونَ,ويجعلون لله ما يكرهون وتصف السنتهم الكذب ان لهم الحسنىٰ ۖ لا جرم ان لهم النار وانهم مفرطون
16:63,تَاللَّهِ لَقَد أَرسَلنا إِلىٰ أُمَمٍ مِن قَبلِكَ فَزَيَّنَ لَهُمُ الشَّيطـٰنُ أَعمـٰلَهُم فَهُوَ وَلِيُّهُمُ اليَومَ وَلَهُم عَذابٌ أَليمٌ,تالله لقد ارسلنا الىٰ امم من قبلك فزين لهم الشيطـٰن اعمـٰلهم فهو وليهم اليوم ولهم عذاب اليم
16:64,وَما أَنزَلنا عَلَيكَ الكِتـٰبَ إِلّا لِتُبَيِّنَ لَهُمُ الَّذِى اختَلَفوا فيهِ ۙ وَهُدًى وَرَحمَةً لِقَومٍ يُؤمِنونَ,وما انزلنا عليك الكتـٰب الا لتبين لهم الذى اختلفوا فيه ۙ وهدى ورحمة لقوم يؤمنون
16:65,وَاللَّهُ أَنزَلَ مِنَ السَّماءِ ماءً فَأَحيا بِهِ الأَرضَ بَعدَ مَوتِها ۚ إِنَّ فى ذٰلِكَ لَـٔايَةً لِقَومٍ يَسمَعونَ,والله انزل من السماء ماء فاحيا به الارض بعد موتها ۚ ان فى ذٰلك لـٔاية لقوم يسمعون
16:66,وَإِنَّ لَكُم فِى الأَنعـٰمِ لَعِبرَةً ۖ نُسقيكُم مِمّا فى بُطونِهِ مِن بَينِ فَرثٍ وَدَمٍ لَبَنًا خالِصًا سائِغًا لِلشّـٰرِبينَ,وان لكم فى الانعـٰم لعبرة ۖ نسقيكم مما فى بطونه من بين فرث ودم لبنا خالصا سائغا للشـٰربين
16:67,وَمِن ثَمَرٰتِ النَّخيلِ وَالأَعنـٰبِ تَتَّخِذونَ مِنهُ سَكَرًا وَرِزقًا حَسَنًا ۗ إِنَّ فى ذٰلِكَ لَـٔايَةً لِقَومٍ يَعقِلونَ,ومن ثمرٰت النخيل والاعنـٰب تتخذون منه سكرا ورزقا حسنا ۗ ان فى ذٰلك لـٔاية لقوم يعقلون
16:68,وَأَوحىٰ رَبُّكَ إِلَى النَّحلِ أَنِ اتَّخِذى مِنَ الجِبالِ بُيوتًا وَمِنَ الشَّجَرِ وَمِمّا يَعرِشونَ,واوحىٰ ربك الى النحل ان اتخذى من الجبال بيوتا ومن الشجر ومما يعرشون
16:69,ثُمَّ كُلى مِن كُلِّ الثَّمَرٰتِ فَاسلُكى سُبُلَ رَبِّكِ ذُلُلًا ۚ يَخرُجُ مِن بُطونِها شَرابٌ مُختَلِفٌ أَلوٰنُهُ فيهِ شِفاءٌ لِلنّاسِ ۗ إِنَّ فى ذٰلِكَ لَـٔايَةً لِقَومٍ يَتَفَكَّرونَ,ثم كلى من كل الثمرٰت فاسلكى سبل ربك ذللا ۚ يخرج من بطونها شراب مختلف الوٰنه فيه شفاء للناس ۗ ان فى ذٰلك لـٔاية لقوم يتفكرون
16:70,وَاللَّهُ خَلَقَكُم ثُمَّ يَتَوَفّىٰكُم ۚ وَمِنكُم مَن يُرَدُّ إِلىٰ أَرذَلِ العُمُرِ لِكَى لا يَعلَمَ بَعدَ عِلمٍ شَيـًٔا ۚ إِنَّ اللَّهَ عَليمٌ قَديرٌ,والله خلقكم ثم يتوفىٰكم ۚ ومنكم من يرد الىٰ ارذل العمر لكى لا يعلم بعد علم شيـٔا ۚ ان الله عليم قدير
16:71,وَاللَّهُ فَضَّلَ بَعضَكُم عَلىٰ بَعضٍ فِى الرِّزقِ ۚ فَمَا الَّذينَ فُضِّلوا بِرادّى رِزقِهِم عَلىٰ ما مَلَكَت أَيمـٰنُهُم فَهُم فيهِ سَواءٌ ۚ أَفَبِنِعمَةِ اللَّهِ يَجحَدونَ,والله فضل بعضكم علىٰ بعض فى الرزق ۚ فما الذين فضلوا برادى رزقهم علىٰ ما ملكت ايمـٰنهم فهم فيه سواء ۚ افبنعمة الله يجحدون
16:72,وَاللَّهُ جَعَلَ لَكُم مِن أَنفُسِكُم أَزوٰجًا وَجَعَلَ لَكُم مِن أَزوٰجِكُم بَنينَ وَحَفَدَةً وَرَزَقَكُم مِنَ الطَّيِّبـٰتِ ۚ أَفَبِالبـٰطِلِ يُؤمِنونَ وَبِنِعمَتِ اللَّهِ هُم يَكفُرونَ,والله جعل لكم من انفسكم ازوٰجا وجعل لكم من ازوٰجكم بنين وحفدة ورزقكم من الطيبـٰت ۚ افبالبـٰطل يؤمنون وبنعمت الله هم يكفرون
16:73,وَيَعبُدونَ مِن دونِ اللَّهِ ما لا يَملِكُ لَهُم رِزقًا مِنَ السَّمـٰوٰتِ وَالأَرضِ شَيـًٔا وَلا يَستَطيعونَ,ويعبدون من دون الله ما لا يملك لهم رزقا من السمـٰوٰت والارض شيـٔا ولا يستطيعون
16:74,فَلا تَضرِبوا لِلَّهِ الأَمثالَ ۚ إِنَّ اللَّهَ يَعلَمُ وَأَنتُم لا تَعلَمونَ,فلا تضربوا لله الامثال ۚ ان الله يعلم وانتم لا تعلمون
16:75,ضَرَبَ اللَّهُ مَثَلًا عَبدًا مَملوكًا لا يَقدِرُ عَلىٰ شَىءٍ وَمَن رَزَقنـٰهُ مِنّا رِزقًا حَسَنًا فَهُوَ يُنفِقُ مِنهُ سِرًّا وَجَهرًا ۖ هَل يَستَوۥنَ ۚ الحَمدُ لِلَّهِ ۚ بَل أَكثَرُهُم لا يَعلَمونَ,ضرب الله مثلا عبدا مملوكا لا يقدر علىٰ شىء ومن رزقنـٰه منا رزقا حسنا فهو ينفق منه سرا وجهرا ۖ هل يستوۥن ۚ الحمد لله ۚ بل اكثرهم لا يعلمون
16:76,وَضَرَبَ اللَّهُ مَثَلًا رَجُلَينِ أَحَدُهُما أَبكَمُ لا يَقدِرُ عَلىٰ شَىءٍ وَهُوَ كَلٌّ عَلىٰ مَولىٰهُ أَينَما يُوَجِّههُ لا يَأتِ بِخَيرٍ ۖ هَل يَستَوى هُوَ وَمَن يَأمُرُ بِالعَدلِ ۙ وَهُوَ عَلىٰ صِرٰطٍ مُستَقيمٍ,وضرب الله مثلا رجلين احدهما ابكم لا يقدر علىٰ شىء وهو كل علىٰ مولىٰه اينما يوجهه لا يات بخير ۖ هل يستوى هو ومن يامر بالعدل ۙ وهو علىٰ صرٰط مستقيم
16:77,وَلِلَّهِ غَيبُ السَّمـٰوٰتِ وَالأَرضِ ۚ وَما أَمرُ السّاعَةِ إِلّا كَلَمحِ البَصَرِ أَو هُوَ أَقرَبُ ۚ إِنَّ اللَّهَ عَلىٰ كُلِّ شَىءٍ قَديرٌ,ولله غيب السمـٰوٰت والارض ۚ وما امر الساعة الا كلمح البصر او هو اقرب ۚ ان الله علىٰ كل شىء قدير
16:78,وَاللَّهُ أَخرَجَكُم مِن بُطونِ أُمَّهـٰتِكُم لا تَعلَمونَ شَيـًٔا وَجَعَلَ لَكُمُ السَّمعَ وَالأَبصـٰرَ وَالأَفـِٔدَةَ ۙ لَعَلَّكُم تَشكُرونَ,والله اخرجكم من بطون امهـٰتكم لا تعلمون شيـٔا وجعل لكم السمع والابصـٰر والافـٔدة ۙ لعلكم تشكرون
16:79,أَلَم يَرَوا إِلَى الطَّيرِ مُسَخَّرٰتٍ فى جَوِّ السَّماءِ ما يُمسِكُهُنَّ إِلَّا اللَّهُ ۗ إِنَّ فى ذٰلِكَ لَـٔايـٰتٍ لِقَومٍ يُؤمِنونَ,الم يروا الى الطير مسخرٰت فى جو السماء ما يمسكهن الا الله ۗ ان فى ذٰلك لـٔايـٰت لقوم يؤمنون
16:80,وَاللَّهُ جَعَلَ لَكُم مِن بُيوتِكُم سَكَنًا وَجَعَلَ لَكُم مِن جُلودِ الأَنعـٰمِ بُيوتًا تَستَخِفّونَها يَومَ ظَعنِكُم وَيَومَ إِقامَتِكُم ۙ وَمِن أَصوافِها وَأَوبارِها وَأَشعارِها أَثـٰثًا وَمَتـٰعًا إِلىٰ حينٍ,والله جعل لكم من بيوتكم سكنا وجعل لكم من جلود الانعـٰم بيوتا تستخفونها يوم ظعنكم ويوم اقامتكم ۙ ومن اصوافها واوبارها واشعارها اثـٰثا ومتـٰعا الىٰ حين
16:81,وَاللَّهُ جَعَلَ لَكُم مِمّا خَلَقَ ظِلـٰلًا وَجَعَلَ لَكُم مِنَ الجِبالِ أَكنـٰنًا وَجَعَلَ لَكُم سَرٰبيلَ تَقيكُمُ الحَرَّ وَسَرٰبيلَ تَقيكُم بَأسَكُم ۚ كَذٰلِكَ يُتِمُّ نِعمَتَهُ عَلَيكُم لَعَلَّكُم تُسلِمونَ,والله جعل لكم مما خلق ظلـٰلا وجعل لكم من الجبال اكنـٰنا وجعل لكم سرٰبيل تقيكم الحر وسرٰبيل تقيكم باسكم ۚ كذٰلك يتم نعمته عليكم لعلكم تسلمون
16:82,فَإِن تَوَلَّوا فَإِنَّما عَلَيكَ البَلـٰغُ المُبينُ,فان تولوا فانما عليك البلـٰغ المبين
16:83,يَعرِفونَ نِعمَتَ اللَّهِ ثُمَّ يُنكِرونَها وَأَكثَرُهُمُ الكـٰفِرونَ,يعرفون نعمت الله ثم ينكرونها واكثرهم الكـٰفرون
16:84,وَيَومَ نَبعَثُ مِن كُلِّ أُمَّةٍ شَهيدًا ثُمَّ لا يُؤذَنُ لِلَّذينَ كَفَروا وَلا هُم يُستَعتَبونَ,ويوم نبعث من كل امة شهيدا ثم لا يؤذن للذين كفروا ولا هم يستعتبون
16:85,وَإِذا رَءَا الَّذينَ ظَلَمُوا العَذابَ فَلا يُخَفَّفُ عَنهُم وَلا هُم يُنظَرونَ,واذا رءا الذين ظلموا العذاب فلا يخفف عنهم ولا هم ينظرون
16:86,وَإِذا رَءَا الَّذينَ أَشرَكوا شُرَكاءَهُم قالوا رَبَّنا هـٰؤُلاءِ شُرَكاؤُنَا الَّذينَ كُنّا نَدعوا مِن دونِكَ ۖ فَأَلقَوا إِلَيهِمُ القَولَ إِنَّكُم لَكـٰذِبونَ,واذا رءا الذين اشركوا شركاءهم قالوا ربنا هـٰؤلاء شركاؤنا الذين كنا ندعوا من دونك ۖ فالقوا اليهم القول انكم لكـٰذبون
16:87,وَأَلقَوا إِلَى اللَّهِ يَومَئِذٍ السَّلَمَ ۖ وَضَلَّ عَنهُم ما كانوا يَفتَرونَ,والقوا الى الله يومئذ السلم ۖ وضل عنهم ما كانوا يفترون
16:88,الَّذينَ كَفَروا وَصَدّوا عَن سَبيلِ اللَّهِ زِدنـٰهُم عَذابًا فَوقَ العَذابِ بِما كانوا يُفسِدونَ,الذين كفروا وصدوا عن سبيل الله زدنـٰهم عذابا فوق العذاب بما كانوا يفسدون
16:89,وَيَومَ نَبعَثُ فى كُلِّ أُمَّةٍ شَهيدًا عَلَيهِم مِن أَنفُسِهِم ۖ وَجِئنا بِكَ شَهيدًا عَلىٰ هـٰؤُلاءِ ۚ وَنَزَّلنا عَلَيكَ الكِتـٰبَ تِبيـٰنًا لِكُلِّ شَىءٍ وَهُدًى وَرَحمَةً وَبُشرىٰ لِلمُسلِمينَ,ويوم نبعث فى كل امة شهيدا عليهم من انفسهم ۖ وجئنا بك شهيدا علىٰ هـٰؤلاء ۚ ونزلنا عليك الكتـٰب تبيـٰنا لكل شىء وهدى ورحمة وبشرىٰ للمسلمين
16:90,إِنَّ اللَّهَ يَأمُرُ بِالعَدلِ وَالإِحسـٰنِ وَإيتائِ ذِى القُربىٰ وَيَنهىٰ عَنِ الفَحشاءِ وَالمُنكَرِ وَالبَغىِ ۚ يَعِظُكُم لَعَلَّكُم تَذَكَّرونَ,ان الله يامر بالعدل والاحسـٰن وايتائ ذى القربىٰ وينهىٰ عن الفحشاء والمنكر والبغى ۚ يعظكم لعلكم تذكرون
16:91,وَأَوفوا بِعَهدِ اللَّهِ إِذا عـٰهَدتُم وَلا تَنقُضُوا الأَيمـٰنَ بَعدَ تَوكيدِها وَقَد جَعَلتُمُ اللَّهَ عَلَيكُم كَفيلًا ۚ إِنَّ اللَّهَ يَعلَمُ ما تَفعَلونَ,واوفوا بعهد الله اذا عـٰهدتم ولا تنقضوا الايمـٰن بعد توكيدها وقد جعلتم الله عليكم كفيلا ۚ ان الله يعلم ما تفعلون
16:92,وَلا تَكونوا كَالَّتى نَقَضَت غَزلَها مِن بَعدِ قُوَّةٍ أَنكـٰثًا تَتَّخِذونَ أَيمـٰنَكُم دَخَلًا بَينَكُم أَن تَكونَ أُمَّةٌ هِىَ أَربىٰ مِن أُمَّةٍ ۚ إِنَّما يَبلوكُمُ اللَّهُ بِهِ ۚ وَلَيُبَيِّنَنَّ لَكُم يَومَ القِيـٰمَةِ ما كُنتُم فيهِ تَختَلِفونَ,ولا تكونوا كالتى نقضت غزلها من بعد قوة انكـٰثا تتخذون ايمـٰنكم دخلا بينكم ان تكون امة هى اربىٰ من امة ۚ انما يبلوكم الله به ۚ وليبينن لكم يوم القيـٰمة ما كنتم فيه تختلفون
16:93,وَلَو شاءَ اللَّهُ لَجَعَلَكُم أُمَّةً وٰحِدَةً وَلـٰكِن يُضِلُّ مَن يَشاءُ وَيَهدى مَن يَشاءُ ۚ وَلَتُسـَٔلُنَّ عَمّا كُنتُم تَعمَلونَ,ولو شاء الله لجعلكم امة وٰحدة ولـٰكن يضل من يشاء ويهدى من يشاء ۚ ولتسـٔلن عما كنتم تعملون
16:94,وَلا تَتَّخِذوا أَيمـٰنَكُم دَخَلًا بَينَكُم فَتَزِلَّ قَدَمٌ بَعدَ ثُبوتِها وَتَذوقُوا السّوءَ بِما صَدَدتُم عَن سَبيلِ اللَّهِ ۖ وَلَكُم عَذابٌ عَظيمٌ,ولا تتخذوا ايمـٰنكم دخلا بينكم فتزل قدم بعد ثبوتها وتذوقوا السوء بما صددتم عن سبيل الله ۖ ولكم عذاب عظيم
16:95,وَلا تَشتَروا بِعَهدِ اللَّهِ ثَمَنًا قَليلًا ۚ إِنَّما عِندَ اللَّهِ هُوَ خَيرٌ لَكُم إِن كُنتُم تَعلَمونَ,ولا تشتروا بعهد الله ثمنا قليلا ۚ انما عند الله هو خير لكم ان كنتم تعلمون
16:96,ما عِندَكُم يَنفَدُ ۖ وَما عِندَ اللَّهِ باقٍ ۗ وَلَنَجزِيَنَّ الَّذينَ صَبَروا أَجرَهُم بِأَحسَنِ ما كانوا يَعمَلونَ,ما عندكم ينفد ۖ وما عند الله باق ۗ ولنجزين الذين صبروا اجرهم باحسن ما كانوا يعملون
16:97,مَن عَمِلَ صـٰلِحًا مِن ذَكَرٍ أَو أُنثىٰ وَهُوَ مُؤمِنٌ فَلَنُحيِيَنَّهُ حَيوٰةً طَيِّبَةً ۖ وَلَنَجزِيَنَّهُم أَجرَهُم بِأَحسَنِ ما كانوا يَعمَلونَ,من عمل صـٰلحا من ذكر او انثىٰ وهو مؤمن فلنحيينه حيوٰة طيبة ۖ ولنجزينهم اجرهم باحسن ما كانوا يعملون
16:98,فَإِذا قَرَأتَ القُرءانَ فَاستَعِذ بِاللَّهِ مِنَ الشَّيطـٰنِ الرَّجيمِ,فاذا قرات القرءان فاستعذ بالله من الشيطـٰن الرجيم
16:99,إِنَّهُ لَيسَ لَهُ سُلطـٰنٌ عَلَى الَّذينَ ءامَنوا وَعَلىٰ رَبِّهِم يَتَوَكَّلونَ,انه ليس له سلطـٰن على الذين ءامنوا وعلىٰ ربهم يتوكلون
16:100,إِنَّما سُلطـٰنُهُ عَلَى الَّذينَ يَتَوَلَّونَهُ وَالَّذينَ هُم بِهِ مُشرِكونَ,انما سلطـٰنه على الذين يتولونه والذين هم به مشركون
16:101,وَإِذا بَدَّلنا ءايَةً مَكانَ ءايَةٍ ۙ وَاللَّهُ أَعلَمُ بِما يُنَزِّلُ قالوا إِنَّما أَنتَ مُفتَرٍ ۚ بَل أَكثَرُهُم لا يَعلَمونَ,واذا بدلنا ءاية مكان ءاية ۙ والله اعلم بما ينزل قالوا انما انت مفتر ۚ بل اكثرهم لا يعلمون
16:102,قُل نَزَّلَهُ روحُ القُدُسِ مِن رَبِّكَ بِالحَقِّ لِيُثَبِّتَ الَّذينَ ءامَنوا وَهُدًى وَبُشرىٰ لِلمُسلِمينَ,قل نزله روح القدس من ربك بالحق ليثبت الذين ءامنوا وهدى وبشرىٰ للمسلمين
16:103,وَلَقَد نَعلَمُ أَنَّهُم يَقولونَ إِنَّما يُعَلِّمُهُ بَشَرٌ ۗ لِسانُ الَّذى يُلحِدونَ إِلَيهِ أَعجَمِىٌّ وَهـٰذا لِسانٌ عَرَبِىٌّ مُبينٌ,ولقد نعلم انهم يقولون انما يعلمه بشر ۗ لسان الذى يلحدون اليه اعجمى وهـٰذا لسان عربى مبين
16:104,إِنَّ الَّذينَ لا يُؤمِنونَ بِـٔايـٰتِ اللَّهِ لا يَهديهِمُ اللَّهُ وَلَهُم عَذابٌ أَليمٌ,ان الذين لا يؤمنون بـٔايـٰت الله لا يهديهم الله ولهم عذاب اليم
16:105,إِنَّما يَفتَرِى الكَذِبَ الَّذينَ لا يُؤمِنونَ بِـٔايـٰتِ اللَّهِ ۖ وَأُولـٰئِكَ هُمُ الكـٰذِبونَ,انما يفترى الكذب الذين لا يؤمنون بـٔايـٰت الله ۖ واولـٰئك هم الكـٰذبون
